Wall time,Step,Value
1662121242.7527046,400,-434.124267578125
1662121275.1733596,401,-399.4540100097656
1662121295.2564716,402,-252.75994873046875
1662121312.748085,403,-270.4066467285156
1662121332.9213645,404,-430.83917236328125
1662121351.4004526,405,-300.3609313964844
1662121371.514215,406,-397.61712646484375
1662121391.493938,407,-358.4180603027344
1662121411.7982833,408,-376.4278564453125
1662121430.6106396,409,-194.1753692626953
1662121450.2740023,410,-377.086669921875
1662121470.1863708,411,-172.79412841796875
1662121490.3193054,412,-235.62388610839844
1662121510.0445297,413,-329.7402648925781
1662121530.9776828,414,-329.872314453125
1662121550.9167218,415,-353.4787292480469
1662121569.0977132,416,-347.7852783203125
1662121588.8064141,417,-427.91278076171875
1662121606.959977,418,-296.19427490234375
1662121626.8564553,419,-268.6795654296875
1662121645.036983,420,-411.23199462890625
1662121665.152614,421,-367.8205871582031
1662121683.9755344,422,-380.36029052734375
1662121703.1991465,423,-283.7623291015625
1662121723.2181542,424,-362.3228759765625
1662121741.9323065,425,-416.54095458984375
1662121761.7047813,426,-353.55169677734375
1662121781.6709874,427,-361.56817626953125
1662121801.4542122,428,-312.1167297363281
1662121820.2660573,429,-283.9992980957031
1662121839.426228,430,-268.2630920410156
1662121858.0051782,431,-323.16595458984375
1662121876.4313183,432,-266.87091064453125
1662121895.5773711,433,-312.9080505371094
1662121914.2682226,434,-418.7289123535156
1662121934.0828257,435,-309.86358642578125
1662121953.8967407,436,-229.51571655273438
1662121972.8531392,437,-316.84912109375
1662121992.2162201,438,-397.8501892089844
1662122011.5820737,439,-286.1749572753906
1662122031.2072432,440,-304.4056396484375
1662122050.013046,441,-323.3272705078125
1662122069.4630873,442,-474.8566589355469
1662122088.8762648,443,-227.36758422851562
1662122108.6194623,444,-356.1319274902344
1662122129.394162,445,-354.0837707519531
1662122148.711067,446,-171.1044158935547
1662122168.8392386,447,-415.8680114746094
1662122186.0646079,448,-369.08978271484375
1662122204.877435,449,-272.81549072265625
1662122223.5926273,450,-249.38987731933594
1662122255.5973287,451,-359.1651306152344
1662122274.4411507,452,-182.62648010253906
1662122292.7594569,453,-215.859375
1662122310.5546916,454,-253.3519744873047
1662122329.9542391,455,-349.26629638671875
1662122348.5920775,456,-271.2187194824219
1662122367.206798,457,-307.09515380859375
1662122385.6144195,458,-410.97198486328125
1662122405.6946077,459,-462.98828125
1662122426.3715703,460,-312.7961120605469
1662122446.2906501,461,-350.785400390625
1662122465.6845136,462,-345.099853515625
1662122486.3394377,463,-396.3487854003906
1662122504.9225125,464,-327.4600830078125
1662122522.5359528,465,-371.4469299316406
1662122542.0735953,466,-305.7240295410156
1662122561.690187,467,-393.0329284667969
1662122581.108392,468,-329.9536437988281
1662122600.3312247,469,-376.9449768066406
1662122620.1188977,470,-379.0740966796875
1662122639.545359,471,-418.7793884277344
1662122659.5750065,472,-347.7267761230469
1662122677.336997,473,-283.7342834472656
1662122697.1353283,474,-339.5515441894531
1662122716.9152284,475,-294.48388671875
1662122736.953369,476,-310.43072509765625
1662122756.3033683,477,-309.0083923339844
1662122776.8197973,478,-330.7572021484375
1662122796.5408046,479,-316.8540954589844
1662122815.3676405,480,-373.6034240722656
1662122835.1997602,481,-374.0257263183594
1662122855.1662555,482,-245.2635040283203
1662122875.5686214,483,-417.94891357421875
1662122895.672111,484,-401.3299255371094
1662122915.0864465,485,-246.00111389160156
1662122934.8443794,486,-242.01634216308594
1662122955.0172806,487,-268.8995666503906
1662122973.9718587,488,-292.1824951171875
1662122994.6261263,489,-314.90496826171875
1662123014.566205,490,-322.80706787109375
1662123031.3662653,491,-321.56494140625
1662123050.4801486,492,-301.3021545410156
1662123069.2460542,493,-256.06396484375
1662123089.0890777,494,-382.3240661621094
1662123109.698811,495,-435.0312805175781
1662123129.9849892,496,-399.0267028808594
1662123149.2237923,497,-243.66319274902344
1662123166.6478152,498,-382.6117248535156
1662123185.1586905,499,-315.1692199707031
1662123203.7222893,500,-326.1072692871094
1662123235.1541371,501,-241.98553466796875
1662123253.7627964,502,-271.3190002441406
1662123272.1666467,503,-363.0003662109375
1662123289.557951,504,-399.45819091796875
1662123309.3409042,505,-376.84686279296875
1662123327.0508468,506,-345.4601745605469
1662123347.1488178,507,-412.9582824707031
1662123366.6855435,508,-267.66802978515625
1662123385.0886948,509,-262.41949462890625
1662123404.7984686,510,-395.3388977050781
1662123424.7800844,511,-374.30755615234375
1662123444.387395,512,-334.3004150390625
1662123463.6523638,513,-288.4183654785156
