Wall time,Step,Value
1660324654.8065214,0,-714.445068359375
1660324680.4062185,1,-875.9810791015625
1660324703.4527729,2,-792.8328857421875
1660324727.882092,3,-877.873046875
1660324750.0366673,4,-700.48193359375
1660324771.909069,5,-853.9580688476562
1660324793.1661828,6,-506.6639099121094
1660324815.5202951,7,-415.7792663574219
1660324835.9378166,8,-539.4885864257812
1660324857.3529305,9,-478.50701904296875
1660324877.7149472,10,-454.50445556640625
1660324900.4702258,11,-419.6883544921875
1660324921.313575,12,-398.281005859375
1660324941.8561888,13,-339.056884765625
1660324963.1607466,14,-405.2117919921875
1660324983.3417013,15,-275.00091552734375
1660325004.0129287,16,-272.7567443847656
1660325026.5165746,17,-359.024169921875
1660325047.5720427,18,-257.0252685546875
1660325068.534133,19,-280.84716796875
1660325088.9762933,20,-228.0466766357422
1660325110.8557084,21,-179.75709533691406
1660325132.5937026,22,-301.27960205078125
1660325155.0464466,23,-317.7470397949219
1660325177.550763,24,-30.286094665527344
1660325199.4759004,25,-116.59720611572266
1660325222.2604787,26,-144.83352661132812
1660325245.6900907,27,-120.87010955810547
1660325267.6976838,28,-66.57689666748047
1660325288.1031394,29,-120.24055480957031
1660325309.343605,30,-101.28699493408203
1660325331.1197221,31,-148.58348083496094
1660325352.3566287,32,-96.5711669921875
1660325374.734972,33,-163.53170776367188
1660325396.8681662,34,-132.63368225097656
1660325416.9398227,35,-31.471036911010742
1660325439.1627111,36,19.28875160217285
1660325461.055904,37,26.069843292236328
1660325481.1376445,38,4.38312292098999
1660325503.9107785,39,-174.23434448242188
1660325526.736286,40,9.37369155883789
1660325547.0619724,41,-84.58554077148438
1660325568.427011,42,51.185062408447266
1660325590.7741232,43,-165.6868133544922
1660325613.9433923,44,8.085731506347656
1660325634.8586235,45,-97.52460479736328
1660325656.9391632,46,16.779354095458984
1660325679.017267,47,32.393550872802734
1660325700.737102,48,-177.02490234375
1660325721.5446858,49,-20.65821647644043
1660325743.3908014,50,6.111080169677734
1660325776.2979834,51,-162.986328125
1660325798.5357847,52,36.022274017333984
1660325818.0081987,53,-76.0173110961914
1660325839.5715935,54,16.104351043701172
1660325861.815098,55,-87.02509307861328
1660325883.9427826,56,-24.117279052734375
1660325905.2311516,57,-179.21360778808594
1660325926.4922676,58,9.164249420166016
1660325948.5836818,59,-44.39011001586914
1660325968.7435503,60,35.52215576171875
1660325989.8535006,61,-42.0306510925293
1660326011.2647214,62,-73.79545593261719
1660326032.3394334,63,13.499584197998047
1660326052.5283663,64,-147.1471405029297
1660326072.4015698,65,-58.988548278808594
1660326092.5693622,66,-72.4939193725586
1660326113.2057192,67,-60.76656723022461
1660326135.5950108,68,-40.6270637512207
1660326156.7506344,69,-15.884697914123535
1660326180.2555034,70,46.19574737548828
1660326203.8951304,71,-20.28803253173828
1660326229.5797422,72,-132.73670959472656
1660326252.7676067,73,76.90216827392578
1660326273.566224,74,-64.45435333251953
1660326295.0124412,75,33.79791259765625
1660326315.7098742,76,32.75582504272461
1660326337.1173778,77,-151.7025604248047
1660326359.4572964,78,-4.3418097496032715
1660326382.2669384,79,-93.46124267578125
1660326403.2707942,80,-46.18321990966797
1660326424.5112388,81,50.57825469970703
1660326445.2604125,82,87.66218566894531
1660326466.7166758,83,-72.89595794677734
1660326488.4598823,84,-1.4196460247039795
1660326510.5280454,85,58.18927764892578
1660326532.77598,86,-103.12334442138672
1660326553.7822137,87,26.611907958984375
1660326576.7606697,88,188.98439025878906
1660326596.342091,89,54.537105560302734
1660326617.4572322,90,-29.818937301635742
1660326641.6477885,91,72.98285675048828
1660326662.8248892,92,49.111122131347656
1660326683.5937753,93,-63.40682601928711
1660326705.2786798,94,39.57124710083008
1660326725.674258,95,-34.74129104614258
1660326748.0564964,96,50.74595642089844
1660326770.2519126,97,26.34636688232422
1660326792.9598646,98,-18.075349807739258
1660326815.962455,99,33.85718536376953
1660326837.8265963,100,-12.371683120727539
1660326870.5507739,101,73.20686340332031
1660326892.9341347,102,113.23091125488281
1660326915.2608404,103,50.551002502441406
1660326934.6702964,104,-39.715087890625
1660326958.2813306,105,24.52837371826172
1660326980.869424,106,-94.87037658691406
1660327004.2173839,107,63.188472747802734
1660327025.721136,108,130.30850219726562
1660327048.208808,109,-144.0311737060547
1660327069.3660102,110,17.018033981323242
1660327090.734387,111,14.609508514404297
1660327111.4767861,112,45.4537353515625
1660327133.0817316,113,152.0255584716797
1660327155.7928228,114,-1.7327407598495483
1660327179.3726015,115,53.41926193237305
1660327201.5259607,116,54.578285217285156
1660327222.936384,117,57.44568634033203
1660327243.9343858,118,96.2118911743164
1660327263.7892368,119,-2.1442646980285645
1660327284.2584605,120,144.21934509277344
1660327304.950934,121,-29.700693130493164
1660327328.5454006,122,-0.04529281705617905
1660327348.839179,123,-7.547881603240967
1660327369.796524,124,50.62343215942383
1660327389.2583556,125,69.60430908203125
1660327411.3635266,126,29.44580841064453
1660327433.7139087,127,-57.52397537231445
1660327454.5175395,128,50.312252044677734
1660327476.09086,129,52.676395416259766
1660327501.528533,130,38.33123016357422
1660327522.880556,131,147.91419982910156
1660327546.7392032,132,141.7101593017578
1660327569.0330775,133,23.800369262695312
1660327590.6416082,134,204.00259399414062
1660327611.865859,135,113.97395324707031
1660327632.4762821,136,19.337766647338867
1660327654.0534215,137,112.83950805664062
1660327675.622686,138,73.06022644042969
1660327696.8689167,139,182.03164672851562
1660327719.4768398,140,47.46243667602539
1660327741.8567467,141,62.3687858581543
1660327762.8527026,142,164.06292724609375
1660327784.3620105,143,-9.633477210998535
1660327804.3374276,144,70.53031921386719
1660327825.6542556,145,101.14754486083984
1660327847.8695266,146,209.5057373046875
1660327869.2158253,147,183.30203247070312
1660327892.6844995,148,-0.5639139413833618
1660327914.4180617,149,124.57848358154297
1660327936.1588578,150,115.30533599853516
1660327966.8633099,151,107.0596923828125
1660327989.687895,152,171.39437866210938
1660328012.4165223,153,181.96876525878906
1660328033.5865755,154,85.87861633300781
1660328054.9952576,155,65.28370666503906
1660328075.1314466,156,78.95861053466797
1660328097.372932,157,118.66365814208984
1660328119.7090793,158,117.27265930175781
1660328141.2541652,159,93.94375610351562
1660328162.5455866,160,115.57626342773438
1660328184.1225963,161,100.05721282958984
1660328206.4476743,162,179.59434509277344
1660328227.402862,163,156.98455810546875
1660328250.1671517,164,48.76523971557617
1660328271.8773556,165,168.0608367919922
1660328294.3310697,166,143.39556884765625
1660328316.6654363,167,13.855486869812012
1660328337.608895,168,96.0396957397461
1660328359.7989025,169,111.2174301147461
1660328382.6284015,170,121.90574645996094
1660328402.8370903,171,113.55546569824219
1660328422.0742078,172,255.27378845214844
1660328442.6653464,173,94.94136810302734
1660328462.4007897,174,130.6649627685547
1660328481.4730074,175,187.67652893066406
1660328502.0354948,176,65.66382598876953
1660328522.1450007,177,116.67659759521484
1660328541.3397174,178,170.0372314453125
1660328560.4057524,179,145.02224731445312
1660328579.9493165,180,68.16229248046875
1660328600.613486,181,162.09063720703125
1660328620.1648788,182,43.226165771484375
1660328639.355471,183,201.8670196533203
1660328658.2840044,184,138.08053588867188
1660328678.4284134,185,71.25968170166016
1660328698.136752,186,212.78225708007812
1660328718.1570206,187,143.57708740234375
1660328738.2833354,188,177.8062286376953
1660328759.019003,189,31.42131996154785
1660328777.973586,190,71.38507843017578
1660328798.1672153,191,129.6715087890625
1660328817.7880905,192,136.58792114257812
1660328838.1903958,193,141.30909729003906
1660328857.3894541,194,115.28141021728516
1660328877.5046031,195,212.0159454345703
1660328897.306507,196,188.70419311523438
1660328916.4663785,197,92.58273315429688
1660328936.6249936,198,164.63616943359375
1660328957.025918,199,131.77444458007812
1660328976.339822,200,121.05924224853516
1660329006.8373048,201,166.59507751464844
1660329026.0822504,202,208.3938446044922
1660329045.847801,203,151.07183837890625
1660329065.9951026,204,188.4412078857422
1660329084.7812133,205,159.0452423095703
1660329103.8277328,206,114.51554107666016
1660329124.416273,207,159.66848754882812
1660329143.0141182,208,197.81820678710938
1660329162.155593,209,98.10375213623047
1660329182.6093595,210,96.9704818725586
1660329202.571036,211,91.58676147460938
1660329221.4625306,212,140.58956909179688
1660329241.5400805,213,183.74920654296875
1660329262.3916047,214,230.0307159423828
1660329281.6368062,215,143.0102996826172
1660329302.544467,216,173.76329040527344
1660329321.4800909,217,199.8827362060547
1660329343.0582628,218,218.70196533203125
1660329362.8201096,219,203.2795867919922
1660329382.4167554,220,129.47047424316406
1660329403.6384745,221,189.00314331054688
1660329424.094973,222,162.6099395751953
1660329444.4409392,223,133.68711853027344
1660329465.0827162,224,132.1212158203125
1660329484.2604349,225,110.55332946777344
1660329503.5050411,226,152.95050048828125
1660329523.5801816,227,145.8358917236328
1660329543.386461,228,168.43331909179688
1660329564.6201308,229,107.8679428100586
1660329584.9836977,230,206.5325469970703
1660329605.9306738,231,137.00579833984375
1660329626.05666,232,222.9592742919922
1660329646.1869938,233,209.15614318847656
1660329666.9803119,234,168.16758728027344
1660329686.0464885,235,75.8369369506836
1660329707.206136,236,209.8665008544922
1660329727.375418,237,96.78025817871094
1660329748.0698364,238,95.45941162109375
1660329768.072576,239,134.88548278808594
1660329789.0187535,240,187.91754150390625
1660329808.9032648,241,191.8184814453125
1660329829.0434883,242,130.73846435546875
1660329850.20763,243,185.25770568847656
1660329871.1001022,244,164.70648193359375
1660329891.8032477,245,171.980712890625
1660329911.527728,246,131.67774963378906
1660329931.5290546,247,233.46641540527344
1660329951.4075556,248,236.51052856445312
1660329970.969416,249,183.6364288330078
1660329991.2473652,250,79.74980926513672
1660330019.8465335,251,125.93318939208984
1660330039.687537,252,147.68336486816406
1660330060.3765426,253,226.70457458496094
1660330081.1952515,254,129.677734375
1660330100.1308606,255,144.18504333496094
1660330117.399397,256,135.84120178222656
1660330137.1419506,257,140.62608337402344
1660330158.3988898,258,180.6507110595703
1660330176.7925794,259,193.01405334472656
1660330197.100037,260,72.12569427490234
1660330217.3140368,261,156.40670776367188
1660330236.9946043,262,210.9764404296875
1660330257.4101365,263,164.048828125
1660330277.0820987,264,152.90670776367188
1660330298.2723587,265,249.6627960205078
1660330318.498829,266,105.42516326904297
1660330338.0920694,267,181.95175170898438
1660330358.2198822,268,149.00070190429688
1660330378.5845046,269,87.98853302001953
1660330398.5736716,270,162.33460998535156
1660330418.9300828,271,185.27244567871094
1660330441.1655695,272,170.56272888183594
1660330461.107823,273,232.7350311279297
1660330481.242068,274,136.1497039794922
1660330501.2502663,275,122.45368194580078
1660330521.398376,276,179.84097290039062
1660330541.1424673,277,96.66829681396484
1660330561.490702,278,240.49267578125
1660330582.9216452,279,209.8946990966797
1660330603.398702,280,265.8819885253906
1660330623.0485632,281,211.08384704589844
1660330642.7419727,282,169.51629638671875
1660330663.2446613,283,234.89974975585938
1660330684.293182,284,180.83497619628906
1660330704.9784415,285,169.9887237548828
1660330724.90525,286,155.39222717285156
1660330745.4709783,287,268.5346984863281
1660330766.4028022,288,131.0330352783203
1660330786.8125107,289,186.19451904296875
1660330806.3515987,290,235.6708526611328
1660330826.5208004,291,211.25865173339844
1660330848.7498188,292,200.57373046875
1660330868.1944103,293,223.27418518066406
1660330887.723226,294,97.40937805175781
1660330907.7033415,295,188.1617431640625
1660330928.035382,296,199.56338500976562
1660330948.5549905,297,185.0486602783203
